Attacker,Fast Move,Charged Move,Level,"Arceus (Dragon), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem, Tier 5","Giratina, Tier 5","Giratina (Origin), Tier 5","Latias, Tier 5","Latios, Tier 5","Palkia, Tier 5","Reshiram, Tier 5","Zekrom, Tier 5","Mega Ampharos, Mega Tier","Mega Charizard X, Mega Tier","Mega Latias, Mega Tier","Mega Latios, Mega Tier","Druddigon, Tier 3"
(Battle settings),,,,"Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,Best Friend,No Dodging,Realistic Dodging","Extreme,No Friend,No Dodging,Realistic Dodging"
(Boss weights),,,,6.25,2.083333333333333,2.083333333333333,2.083333333333333,3.125,3.125,6.25,6.25,6.25,6.25,6.25,8.75,8.75,8.75,8.75,15.0
Palkia,Dragon Tail,Draco Meteor,30,1.0,1.214728167163927,1.0,1.123337292306939,1.1366352856484385,1.1260973839436303,1.0650056833488721,1.16382426770373,1.2613048043495227,1.1220023226534783,1.0633187302639775,1.101705905237966,1.1490765312124236,1.3366480580416618,1.4638108370928318,1.1661817001948767
Palkia(Unscaled),Dragon Tail,Draco Meteor,30,2.6771727,2.6698627,2.2334967,2.293602,2.3860598,2.2489953,2.8435574,2.499851,2.6888516,2.5960138,2.5818894,2.382975,2.3824515,4.283839,3.5087152,0.76412225
Palkia,Dragon Breath,Draco Meteor,30,1.0808245579375586,1.2642013120102849,1.04545724200085,1.1742444686608466,1.1876906531668647,1.180240249298153,1.1193945586442988,1.215679081190706,1.3255598926279066,1.2141252685595099,1.120887756793516,1.1761047052304765,1.1877347606319957,1.35622251308827,1.5219241300622022,1.2299451356560545
Palkia(Unscaled),Dragon Breath,Draco Meteor,30,2.893554,2.7786002,2.3350253,2.397543,2.4932368,2.3571272,2.9887753,2.6112332,2.8258307,2.8091617,2.7216752,2.5438986,2.462604,4.3465734,3.6480112,0.80590224
Dragonite,Dragon Tail,Draco Meteor,30,1.0629483111044724,1.4263729955044557,1.2306011913964323,1.3501232995800225,1.2746745141125027,1.1739291837985042,1.1305605067759172,1.2147235245157433,1.3635642266147092,1.186928396664611,1.1227397074100882,1.165315271269608,1.258442821776555,1.3467405357844962,1.3691338880690818,1.2457477271870534
Dragonite(Unscaled),Dragon Tail,Draco Meteor,30,2.8456962,3.1350389,2.7485437,2.756648,2.675836,2.344523,3.0185883,2.6091807,2.9068484,2.7462354,2.726172,2.5205612,2.6092074,4.3161845,3.2817771,0.81625664
Dragonite,Dragon Tail,Dragon Claw,30,1.0712902458627342,1.2751590420279342,1.1425956438619318,1.1732887805953156,1.2819780464349133,1.1590192026793262,1.1077090210770988,1.2100310778223047,1.2638685513698833,1.1364489333903263,1.0984207475467358,1.144005383297584,1.2484540204968557,1.25564978904099,1.2625742441581844,1.2468617103835986
Dragonite(Unscaled),Dragon Tail,Dragon Claw,30,2.868029,2.8026843,2.5519836,2.3955917,2.6911678,2.3147454,2.957575,2.5991015,2.694317,2.6294394,2.6671221,2.4744682,2.588497,4.0242467,3.0263565,0.81698656
Dragonite,Dragon Breath,Dragon Claw,30,1.1147492277954276,1.289056656379316,1.1571838901754365,1.2584631019578554,1.3450324280684145,1.1912718207485555,1.1252625147626807,1.2245371497622908,1.279153651071469,1.1843056653468658,1.1325829105993572,1.1804364937090455,1.2637640346337993,1.277973742615124,1.2753491893588627,1.309361704660455
Dragonite(Unscaled),Dragon Breath,Dragon Claw,30,2.9843762,2.83323,2.5845664,2.5694985,2.8235335,2.379159,3.0044427,2.63026,2.7269018,2.7401671,2.7500727,2.5532682,2.6202402,4.095793,3.0569777,0.8579387
Dragonite,Dragon Tail,Outrage,30,1.0557279326806226,1.3543110690266789,1.2211208102523725,1.2533251705011572,1.24623909862603,1.1483733792225235,1.1046286381232429,1.1967477925360523,1.2484853187088327,1.1359004258486178,1.1286865577287988,1.1276933998432261,1.225030131015719,1.3195210963222481,1.2621852952792836,1.2106013833524891
Dragonite(Unscaled),Dragon Tail,Outrage,30,2.826366,2.9766533,2.7273693,2.559008,2.6161435,2.293484,2.9493504,2.5705695,2.661523,2.6281703,2.7406118,2.4391856,2.5399308,4.2289486,3.0254242,0.79322755
Dragonite,Dragon Breath,Outrage,30,1.0893163522846325,1.3907215292203101,1.2388681836870412,1.3662971679053766,1.2908862617678818,1.1636840796034846,1.1179777008379086,1.1922501816372408,1.2396912545707817,1.162024183429981,1.1571468313741882,1.1518399675633668,1.2294321121652712,1.3193443051800773,1.2643238257450615,1.2549268254119175
Dragonite(Unscaled),Dragon Breath,Outrage,30,2.916288,3.0566802,2.767008,2.7896714,2.7098682,2.3240619,2.9849923,2.5609088,2.6427758,2.6886137,2.8097174,2.4914143,2.5490577,4.228382,3.0305502,0.8222711
Dragonite,Dragon Tail,Dragon Pulse,30,1.1485493632891148,1.4262475581343292,1.3029896126553489,1.2966448310905954,1.3512524682850502,1.2239762807043688,1.192668991192373,1.2837272399435633,1.352708150702204,1.2197724197217223,1.20972525294541,1.2204690135606486,1.3272287872175137,1.380171878058294,1.3613531582811673,1.3152611210982086
Dragonite(Unscaled),Dragon Tail,Dragon Pulse,30,3.074865,3.1347632,2.910223,2.647457,2.8365908,2.444475,3.1844175,2.7573981,2.8837054,2.8222277,2.9373853,2.639858,2.7518256,4.423329,3.2631269,0.8618042
Dragonite,Dragon Breath,Dragon Pulse,30,1.1900557629322905,1.472023462657427,1.3136479673330164,1.4227815013897223,1.411811412065791,1.2544163238296324,1.2088165634310537,1.2938432913124278,1.3546534536797419,1.2657260798890797,1.248366848321299,1.2555875868850777,1.3316943366230467,1.3885395656922468,1.3692698512135995,1.3726122854069145
Dragonite(Unscaled),Dragon Breath,Dragon Pulse,30,3.1859848,3.2353745,2.9340284,2.9049997,2.963718,2.5052686,3.2275314,2.779127,2.8878524,2.9285522,3.0312126,2.715819,2.7610843,4.4501467,3.282103,0.89938265
Dragonite,Steel Wing,Outrage,30,1.269179272596049,1.4765200534180296,1.2796212324826808,1.3537036157265125,1.4852263981645089,1.377992576253826,1.3516415232146515,1.4255565716088352,1.6284842360564882,,,1.4721363263247367,1.5737721909522886,,1.480814281979218,1.4482894897290939
Dragonite(Unscaled),Steel Wing,Outrage,30,3.3978121,3.2452576,2.8580298,2.7639582,3.117833,2.75207,3.608873,3.0620422,3.4716053,,,3.184211,3.2629993,,3.549472,0.94896895
Reshiram,Dragon Breath,Draco Meteor,30,1.0888856740545727,1.3000144773925189,1.0556168719658283,1.1767854930146564,1.2377790950856857,1.1746173614236386,1.0733632717422785,1.1678277359205416,1.3588062791584357,1.2095633333664688,1.0617324559822992,1.1633950096313592,1.1877056774314219,1.1443874413139057,1.364480644359338,1.2241081548997053
Reshiram(Unscaled),Dragon Breath,Draco Meteor,30,2.915135,2.8573143,2.3577168,2.4027312,2.598384,2.3458974,2.8658721,2.5084503,2.8967054,2.7986066,2.5780377,2.5164077,2.4625437,3.6676607,3.2706234,0.80207765
Reshiram,Fire Fang,Draco Meteor,30,1.4604276369619338,1.688198777602136,1.2408308460899002,1.4518659499700017,1.7549513850501814,1.5958961300423382,1.4321943277223192,1.6179429753572059,2.2957884542351406,2.2442796986514866,1.4550703675752144,1.5170295330091057,1.8201464491076063,1.5806852338552728,1.805815008937731,1.6819414063030582
Reshiram(Unscaled),Fire Fang,Draco Meteor,30,3.909817,3.7105083,2.7713916,2.9643836,3.684048,3.187258,3.8239484,3.475281,4.8941655,5.192664,3.5331182,3.2813144,3.7738223,5.0659566,4.32849,1.1020657
Mega Charizard X,Dragon Breath,Dragon Claw,30,1.1009049957815573,1.227547120227329,1.0626526558109535,1.0979659365013286,1.25002948699114,1.1843391221569362,1.1089087247317193,1.212112073087306,1.2798389868925888,1.169192383045062,1.0983241304824574,1.1578189692815928,1.23212117479346,1.2462046926285053,1.2763856215157359,1.3130898977663408
Mega Charizard X(Unscaled),Dragon Breath,Dragon Claw,30,2.9473128,2.6980376,2.3734312,2.2417994,2.6241004,2.3653133,2.9607782,2.6035714,2.7283628,2.705199,2.6668875,2.5043468,2.5546331,3.993976,3.059462,0.86038154
Mega Charizard X,Wing Attack,Dragon Claw,30,1.2963851379479556,1.5440696014067186,1.27929054025466,1.3356878206462517,1.5441186838531524,1.4062817638737592,1.3163824005960767,1.4025149227458615,1.507879860865101,1.3753487113681657,1.3839558427892926,1.4442598231657942,1.4488787509792669,1.5521096259843914,1.4959741100140005,1.5034514676658408
Mega Charizard X(Unscaled),Wing Attack,Dragon Claw,30,3.4706469,3.3937254,2.8572912,2.727174,3.2414615,2.808568,3.5147314,3.0125496,3.2145007,3.1821897,3.360442,3.1239145,3.00405,4.9743743,3.5858097,0.98511297
Mega Charizard X,Air Slash,Dragon Claw,30,1.3660647667593504,1.65751029978667,1.3533964925938777,1.4359912331182427,1.623782863704172,1.4811600359470665,1.4169012147486395,1.5095463021562852,1.661318389103376,1.4904460454166493,1.5495981805021741,1.6102898931639194,1.542275374115826,1.690757658003495,1.5725751782529391,1.6358304197445095
Mega Charizard X(Unscaled),Air Slash,Dragon Claw,30,3.6571913,3.6430578,3.0228066,2.931971,3.408695,2.9581118,3.7831159,3.242449,3.5416012,3.4484942,3.7626452,3.4830353,3.197695,5.418729,3.7694204,1.0718522
Mega Charizard X,Fire Spin,Dragon Claw,30,1.3872486074581594,1.4706718602075355,1.2346407317279673,1.284256394558656,1.6448267622597763,1.517609265722886,1.4444921141544693,1.5636017126182735,1.7894679786336587,1.678280683207613,1.4330139190760016,1.4434318013542848,1.708985054659295,1.784192899916712,1.5867931100269752,1.6400560837550782
Mega Charizard X(Unscaled),Fire Spin,Dragon Claw,30,3.7139041,3.2324038,2.757566,2.6221626,3.452871,3.0309067,3.8567834,3.358558,3.8147907,3.8830934,3.479562,3.1221235,3.5433445,5.7181807,3.8035004,1.074621
Mega Charizard X,Ember,Dragon Claw,30,1.4068634795207648,1.5615230489916418,1.2836368641153577,1.3385446486512962,1.6674148931122772,1.521063222413761,1.426825998438123,1.5811424277126613,1.8008277130479682,1.633657124655265,1.450757029292968,1.4529873394956465,1.688560496843315,1.763644720695425,1.609531079009606,1.6756615152778174
Mega Charizard X(Unscaled),Ember,Dragon Claw,30,3.7664165,3.4320865,2.8669987,2.733007,3.5002887,3.0378048,3.809615,3.3962348,3.8390074,3.7798464,3.5226448,3.142792,3.500997,5.6523256,3.8580027,1.0979509
Garchomp,Dragon Tail,Outrage,30,1.0395932619513115,1.2232788373097783,1.126973055299343,1.2628166668707375,1.1896724266812395,1.113521869167339,1.0599978044883793,1.182465514064351,1.2292033179823112,1.1244805688469672,1.0140887530282923,1.0303431852209897,1.1937785680348423,1.1738924351644384,1.3146487125783766,1.2027239263878584
Garchomp(Unscaled),Dragon Tail,Outrage,30,2.7831707,2.6886563,2.5170906,2.5783875,2.497397,2.22388,2.8301864,2.5398917,2.6204176,2.6017478,2.462352,2.2286184,2.475135,3.7622216,3.1511776,0.78806597
Garchomp,Mud Shot,Outrage,30,1.1864007503139415,1.3764920085885244,1.3116933192692877,1.4871052393138324,1.3539386903050394,1.2676925340138199,1.2031381209394318,1.3088951828118423,1.4238876638426388,1.2014694867558184,1.0809585104663337,1.0888434116440393,1.2666102815914577,1.2968766034958155,1.4518324798889066,1.3760624253034373
Garchomp(Unscaled),Mud Shot,Outrage,30,3.1761997,3.025405,2.9296627,3.0363343,2.8422298,2.5317833,3.21237,2.8114579,3.035446,2.7798796,2.6247213,2.3551536,2.6261415,4.156375,3.4800034,0.9016433
Zekrom,Dragon Breath,Outrage,30,1.0643638716321888,1.3251831194513188,1.1414414894814935,1.2715368245766552,1.1897260177394502,1.103261643490743,1.0707204180745513,1.1517056675009145,1.210343120110239,1.1373206847981163,1.0325593329057088,1.0650748860429782,1.199414342474413,1.184037738075592,1.2465023074309847,1.179901754227457
Zekrom(Unscaled),Dragon Breath,Outrage,30,2.8494859,2.9126327,2.5494058,2.5961921,2.4975095,2.2033887,2.8588157,2.4738207,2.5802114,2.6314564,2.5072012,2.3037426,2.48682,3.7947364,2.9878325,0.7731121
Zekrom,Charge Beam,Outrage,30,1.227710113733044,1.717266442623482,1.3119428831034317,1.5204037663307661,1.3686020612883538,1.2788320588227637,1.2309366988156936,1.3655794099953136,1.3648056648423565,1.353828510031192,1.2027185389654849,1.240373298677546,1.368863679804283,1.3465316376735124,1.4516203790522306,1.371132066804195
Zekrom(Unscaled),Charge Beam,Outrage,30,3.286792,3.7743964,2.9302201,3.1043224,2.8730116,2.5540307,3.286592,2.9332135,2.9094949,3.1323977,2.920372,2.6829107,2.8381498,4.315515,3.479495,0.89841276
Kyurem,Dragon Breath,Draco Meteor,30,1.172018525364464,1.4863762367660618,1.315218733029693,1.2932662511785091,1.3716012074517963,1.2768665666445753,1.2332862558013735,1.3324126779488619,1.5258016036764395,1.3769236554088133,1.2199802935783217,1.2978738424858407,1.444145616836115,1.3664855727538452,1.5007046595558373,1.3334993299343454
